Fecha y hora;Fecha;Hora;Hora Entera;Departamento;Localidad;Jurisdiccion ;Tipo de Siniestro;Vehiculo;Rol;Edad;Sexo;Fallecido a los Dias;Otro vehiculo;Lugar del Siniestro;X;Y
21/11/2014 17:50;21/11/2014;17:50:00;17:00;ARTIGAS;ARTIGAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;18;M;0;AUTO;MISIONES esq. AMARO F. RAMOS;551360,97;6637159,77
23/11/2014 6:20;23/11/2014;6:20:00;6:00;SAN JOSE;CIUDAD DEL PLATA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;1;MOTO;RUTA UNO VIEJA esq. BUICK;554431,71;6153538,61
23/11/2014 7:35;23/11/2014;7:35:00;7:00;CERRO LARGO;RIO BRANCO;DEPARTAMENTAL;COLISI‡N CON OBSTµCULO EN CALZADA;AUTO;CONDUCTOR;36;M;0;N/C;VIRREY ARREDONDO esq. JOAQUIN DE PAZ;839645,19;6388195,76
23/11/2014 14:00;23/11/2014;14:00:00;14:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;75;M;0;N/C;BESNES E IRIGOYEN esq. AUGUSTO RENOIR;572630,6;6147405,15
23/11/2014 14:31;23/11/2014;14:31:00;14:00;CANELONES;CIUDAD DE LA COSTA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;28;M;0;AUTO;RUTA INTERBALNEARIA esq. EDUARDO MARQUEZ CASTRO;594566,66;6147412,37
23/11/2014 15:30;23/11/2014;15:30:00;15:00;MALDONADO;MALDONADO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;0;OMNIBUS;SARANDI esq. ENRIQUE G. BURNET;686599,69;6134486,82
28/11/2014 12:30;28/11/2014;12:30:00;12:00;CERRO LARGO;RIO BRANCO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;81;F;0;CAMIONETA;JOSE HILARION URIARTE esq. GERONIMO PASEYRO;839344,88;6388007,87
29/11/2014 13:30;29/11/2014;13:30:00;13:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;90;F;30;N/C;ITACUMBU esq. GREGORIO PEREZ;576733;6144563,92
30/11/2014 11:35;30/11/2014;11:35:00;11:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;60;M;2;OMNIBUS;MERCEDES esq. CONVENCION;573344,12;6137263,65
02/12/2014 6:05;02/12/2014;6:05:00;6:00;SAN JOSE;N/C;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;19;M;0;N/C;RUTA 11 km. 53;528558,25;6199516
03/12/2014 18:36;03/12/2014;18:36:00;18:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;20;M;0;AUTO;BERNA esq. BULGARIA;567176,19;6140158,84
04/12/2014 7:15;04/12/2014;7:15:00;7:00;TACUAREMBO;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;40;M;0;N/C;RUTA 5 km. 354;589652,44;6458470,83
04/12/2014 7:15;04/12/2014;7:15:00;7:00;TACUAREMBO;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;57;M;0;N/C;RUTA 5 km. 354;589652,44;6458470,83
04/12/2014 13:03;04/12/2014;13:03:00;13:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;60;F;0;OMNIBUS;MANUEL HERRERA Y OBES esq. JOSE MARMOL;570556,38;6142567,8
04/12/2014 14:00;04/12/2014;14:00:00;14:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;69;F;0;OMNIBUS;AVENIDA GENERAL RIVERA esq. COLOMBES;580775,26;6138443,26
04/12/2014 16:00;04/12/2014;16:00:00;16:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;16;M;0;CAMION;DOCTOR JOSE IRURETA GOYENA esq. AGACES;578253,16;6141422,5
05/12/2014 0:25;05/12/2014;0:25:00;0:00;PAYSANDU;N/C;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;68;M;0;AUTO;RUTA 3 km. 370;404074,77;6414521,33
06/12/2014 4:15;06/12/2014;4:15:00;4:00;CANELONES;N/C;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;15;F;0;N/C;RUTA 5 km. 25;571869,88;6160346,92
07/12/2014 0:00;07/12/2014;0:00:00;0:00;LAVALLEJA;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;32;M;0;CAMION;RUTA 8 km. 247;725157,87;6287128,16
07/12/2014 22:40;07/12/2014;22:40:00;22:00;PAYSANDU;TAMBORES;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;12;M;1;CAMIONETA;CALLE 11 esq. CALLE 15;571368,31;6472973,07
08/12/2014 12:10;08/12/2014;12:10:00;12:00;CANELONES;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;32;F;0;CAMION;RUTA 81 esq. RUTA 64;577743,98;6188289,08
10/12/2014 15:00;10/12/2014;15:00:00;15:00;FLORIDA;FLORIDA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;17;F;1;OMNIBUS;F. LOPEZ esq. U. BARREIRO;571915,37;6226650,33
11/12/2014 4:10;11/12/2014;4:10:00;4:00;CERRO LARGO;MELO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;33;M;1;N/C;ITALIA esq. GRAU;767506,97;6415890,34
11/12/2014 20:27;11/12/2014;20:27:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;24;M;0;N/C;JOSE LLUPES esq. CAMINO PASO DE LA ARENA;567773,15;6145140,52
12/12/2014 21:40;12/12/2014;21:40:00;21:00;MALDONADO;SANTA MONICA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;16;F;3;CAMIONETA;RUTA 10 km. 175,800;709418,19;6140790,32
12/12/2014 21:55;12/12/2014;21:55:00;21:00;COLONIA;COLONIA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;16;M;1;AUTO;CASANELLO esq. CABO SµNCHEZ;424077,39;6185564,92
13/12/2014 0:05;13/12/2014;0:05:00;0:00;CANELONES;CIUDAD DE LA COSTA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;44;M;6;AUTO;RUTA INTERBALNEARIA esq. AVENIDA PEREZ BUTLER;596591,13;6149027,64
13/12/2014 17:10;13/12/2014;17:10:00;17:00;CANELONES;CAPITAN JUAN ARTIGAS;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;81;F;0;MOTO;RUTA 8 km 24,100;590005,55;6152857,85
14/12/2014 20:30;14/12/2014;20:30:00;20:00;CANELONES;PANDO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;36;M;1;CAMIONETA;CALLE ONCE esq. CALLE UNO;593487,24;6157877,58
16/12/2014 10:45;16/12/2014;10:45:00;10:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;27;M;27;MOTO;BOULEVARD APARICIO SARAVIA esq. LEONARDO DA VINCI;581925,62;6146495,63
16/12/2014 11:00;16/12/2014;11:00:00;11:00;CANELONES;CANELONES;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;30;F;1;MAQUINA;CALLE 17 METROS esq. FLORENCIO SANCHEZ;566237,77;6180489,66
16/12/2014 13:19;16/12/2014;13:19:00;13:00;CANELONES;N/C;NACIONAL;DESPISTE;CAMION;CONDUCTOR;50;M;0;N/C;RUTA 8 km. 68,300;630824,66;6164405,03
17/12/2014 18:30;17/12/2014;18:30:00;18:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;39;M;2;OMNIBUS;AVENIDA URUGUAY esq. ANDES;573231,54;6137358,46
17/12/2014 21:25;17/12/2014;21:25:00;21:00;CANELONES;SAN LUIS;NACIONAL;ATROPELLO DE ANIMALES;AUTO;PASAJERO;60;F;0;N/C;RUTA INTERBALNEARIA esq. Democracia;630360,99;6151475,9
17/12/2014 21:25;17/12/2014;21:25:00;21:00;CANELONES;SAN LUIS;NACIONAL;ATROPELLO DE ANIMALES;AUTO;PASAJERO;31;F;0;N/C;RUTA INTERBALNEARIA esq. Democracia;630360,99;6151475,9
18/12/2014 0:00;18/12/2014;0:00:00;0:00;FLORIDA;N/C;NACIONAL;CA÷DA;MOTO;CONDUCTOR;31;M;1;N/C;RUTA 6 km. 162;614808,97;6278368,67
18/12/2014 6:41;18/12/2014;6:41:00;6:00;MONTEVIDEO;MONTEVIDEO;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;29;M;0;CAMIONETA;RUTA 1 esq. CAMINO GENERAL BASILIO MU•OZ;559795,42;6148865,84
18/12/2014 19:50;18/12/2014;19:50:00;19:00;MALDONADO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;25;F;0;CAMIONETA;RUTA 39 km. 85;705828,06;6210223,35
21/12/2014 6:00;21/12/2014;6:00:00;6:00;CANELONES;N/C;NACIONAL;COLISI‡N CON OBSTµCULO EN CALZADA;MOTO;CONDUCTOR;43;M;0;CAMION;RUTA 34 km. 38,700;602171,43;6159461,86
23/12/2014 10:30;23/12/2014;10:30:00;10:00;TACUAREMBO;N/C;NACIONAL;DESPISTE;AUTO;CONDUCTOR;41;M;0;N/C;RUTA 5 km. 255;544725,66;6373544,58
23/12/2014 20:00;23/12/2014;20:00:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N CON OBSTµCULO EN CALZADA;MOTO;CONDUCTOR;19;M;1;N/C;AVENIDA OCHO DE OCTUBRE esq. JUAN J RAISSIGNIER;579043,59;6140925,5
23/12/2014 20:30;23/12/2014;20:30:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;25;M;0;AUTO;VERACIERTO esq. CAPITAN VILLADEMOROS;580311,29;6141546,91
23/12/2014 23:15;23/12/2014;23:15:00;23:00;TACUAREMBO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;CONDUCTOR;49;M;0;CAMIONETA;RUTA 5 km. 401;604421,96;6498647,16
23/12/2014 23:15;23/12/2014;23:15:00;23:00;TACUAREMBO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;PASAJERO;55;M;0;CAMIONETA;RUTA 5 km. 401;604421,96;6498647,16
23/12/2014 23:15;23/12/2014;23:15:00;23:00;TACUAREMBO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;PASAJERO;28;M;0;CAMIONETA;RUTA 5 km. 401;604421,96;6498647,16
23/12/2014 23:15;23/12/2014;23:15:00;23:00;TACUAREMBO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;PASAJERO;38;M;0;CAMIONETA;RUTA 5 km. 401;604421,96;6498647,16
23/12/2014 23:15;23/12/2014;23:15:00;23:00;TACUAREMBO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;28;M;0;CAMIONETA;RUTA 5 km. 401;604421,96;6498647,16
24/12/2014 3:00;24/12/2014;3:00:00;3:00;CANELONES;LAS PIEDRAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;68;M;1;MOTO;VIRGEN DE LOURDES esq. AVENIDA CENTRAL;572649,56;6158341,61
24/12/2014 14:00;24/12/2014;14:00:00;14:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;53;F;0;AUTO;CALDERON DE LA BARCA esq. DIECINUEVE DE JUNIO;570594,94;6148161,22
24/12/2014 19:50;24/12/2014;19:50:00;19:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;21;M;1;AUTO;SMIDEL esq. GENERAL VILLEGAS;578906,38;6142402,64
25/12/2014 1:00;25/12/2014;1:00:00;1:00;SAN JOSE;PLAYA PASCUAL;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;21;M;2;MOTO;RIO DE LA PLATA esq. JUAN ZORRILLA DE SAN MARTIN;549981,75;6154818,49
25/12/2014 3:55;25/12/2014;3:55:00;3:00;RIVERA;RIVERA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;24;M;0;CAMIONETA;PRESIDENTE VIERA esq. ITUZAINGO;639140;6579743,03
25/12/2014 19:30;25/12/2014;19:30:00;19:00;LAVALLEJA;N/C;NACIONAL;DESPISTE;AUTO;CONDUCTOR;53;M;0;N/C;RUTA 8 km. 198;704425,68;6241212,69
25/12/2014 19:45;25/12/2014;19:45:00;19:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;38;M;27;CAMIONETA;YUGOESLAVIA esq. SANTA LUCIA;569210,93;6144213,84
26/12/2014 1:47;26/12/2014;1:47:00;1:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;31;M;0;AUTO;CAMINO CORONEL RAIZ esq. HUDSON;573233,44;6146592,13
26/12/2014 20:45;26/12/2014;20:45:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;80;M;2;MOTO;AVENIDA MARISCAL FRANCISCO SOLANO LOPEZ esq. NANCY;579953,21;6138546,11
27/12/2014 11:30;27/12/2014;11:30:00;11:00;CANELONES;LA PAZ;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;71;M;1;OMNIBUS;CAMINO ALDABALDE esq. TISCORNIA;570172,47;6153892,09
30/12/2014 3:28;30/12/2014;3:28:00;3:00;MALDONADO;PUNTA DEL ESTE;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;57;M;0;CAMIONETA;FRANCIA esq. Paris;688099,27;6131375,49
30/12/2014 21:40;30/12/2014;21:40:00;21:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;20;M;0;MOTO;AVENIDA JOSE BELLONI esq. HELVECIA;578558,67;6146034,51
31/12/2014 3:10;31/12/2014;3:10:00;3:00;FLORES;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;26;M;0;CAMIONETA;RUTA 3 km. 193,400;506010,51;6292331,88
01/01/2015 17:00;01/01/2015;17:00:00;17:00;CANELONES;CIUDAD DE LA COSTA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;19;F;0;AUTO;CRUZ DEL SUR esq. RIO DE JANEIRO;592198,55;6143355,81
02/01/2015 17:40;02/01/2015;17:40:00;17:00;MALDONADO;N/C;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;32;M;0;N/C;RUTA 39 km. 42;696759,6;6170525,09
02/01/2015 19:35;02/01/2015;19:35:00;19:00;ROCHA;CASTILLOS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;37;F;0;OMNIBUS;RUTA 9 km. 264,700;790491,95;6211259,41
04/01/2015 6:00;04/01/2015;6:00:00;6:00;RIO NEGRO;N/C;NACIONAL;COLISI‡N CON OBSTµCULO EN CALZADA;MOTO;CONDUCTOR;23;M;0;N/C;RUTA 3 km. 280;460161;6359752,59
04/01/2015 14:00;04/01/2015;14:00:00;14:00;SALTO;SALTO;DEPARTAMENTAL;COLISI‡N CON OBSTµCULO EN CALZADA;AUTO;PASAJERO;35;M;0;N/C;AVENIDA JOSE ENRIQUE RODO esq. CHARRUA;410858,78;6527516,9
05/01/2015 12:40;05/01/2015;12:40:00;12:00;CANELONES;N/C;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;87;M;0;CAMIONETA;RUTA 8 km. 23,500;589176,92;6151919,54
05/01/2015 17:45;05/01/2015;17:45:00;17:00;CANELONES;CIUDAD DE LA COSTA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;0;CAMIONETA;MAR MEDITERRANEO esq. CIUDAD DE LA PAZ;598364,16;6148393,28
07/01/2015 17:40;07/01/2015;17:40:00;17:00;DURAZNO;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;16;F;0;N/C;RUTA 14 km. 253;609535,07;6317014,93
10/01/2015 8:45;10/01/2015;8:45:00;8:00;CANELONES;PANDO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;26;M;1;CAMIONETA;WILSON FERREIRA ALDUNATE esq. ITUZAINGO;595309,26;6157407,93
07/01/2015 22:50;07/01/2015;22:50:00;22:00;CANELONES;ESTACION LA FLORESTA;DEPARTAMENTAL;ATROPELLO DE ANIMALES;MOTO;CONDUCTOR;41;M;0;N/C;CALLE F esq. CALLE 13;620426,13;6155325,58
12/01/2015 14:26;12/01/2015;14:26:00;14:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;1;AUTO;LANUS esq. CAACUPE;570055,14;6148405,93
13/01/2015 12:20;13/01/2015;12:20:00;12:00;FLORES;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;79;F;0;N/C;RUTA 3 km. 180;511620,07;6283060,58
14/01/2015 6:00;14/01/2015;6:00:00;6:00;MALDONADO;N/C;NACIONAL;DESPISTE;AUTO;CONDUCTOR;54;M;0;N/C;RUTA 12 km. 364,700;680874,67;6152768,53
15/01/2015 17:10;15/01/2015;17:10:00;17:00;CANELONES;ATLANTIDA;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;86;F;1;CAMION;RUTA INTERBALNEARIA km. 46,600;614164,33;6152258,71
15/01/2015 23:20;15/01/2015;23:20:00;23:00;CANELONES;LAS PIEDRAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;20;M;2;AUTO;DOCTOR POUEY esq. ELLAURI;571062,95;6156379,67
16/01/2015 10:05;16/01/2015;10:05:00;10:00;COLONIA;MIGUELETE;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;89;F;1;AUTO;MAGDALENA FANETTI esq.  JOSê E. ROD‡;440051,37;6236568,76
16/01/2015 19:45;16/01/2015;19:45:00;19:00;ROCHA;ROCHA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;67;M;1;MOTO;ITUZAINGO esq. RINCON;744969,27;6181933,43
09/01/2015 13:30;09/01/2015;13:30:00;13:00;CANELONES;N/C;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;47;M;7;N/C;CAMINO CHARAMELO esq. RUTA 33;582302,76;6162019,34
16/01/2015 16:05;16/01/2015;16:05:00;16:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;39;M;1;OMNIBUS;COMERCIO esq. FRAY BENTOS;578155,99;6140582,32
16/01/2015 16:45;16/01/2015;16:45:00;16:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;23;M;1;CAMIONETA;GENERAL AGUSTIN MU•OZ esq. ADOLFO VAILLANT;569586,74;6142324,6
17/01/2015 17:05;17/01/2015;17:05:00;17:00;CANELONES;SALINAS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;67;M;1;MOTO;RUTA INTERBALNEARIA esq. COLON;605337,97;6151143,05
18/01/2015 10:45;18/01/2015;10:45:00;10:00;CANELONES;CAPITAN J.A. ARTIGAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;43;M;1;CARRO;ARTIGAS esq. NOVARO;591712,2;6154626,39
19/01/2015 14:30;19/01/2015;14:30:00;14:00;PAYSANDU;LORENZO GEYRES;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;15;M;0;N/C;AVENIDA DEL QUEGUAY esq. TACUAREMBO;416946,49;6448747,87
20/01/2015 4:51;20/01/2015;4:51:00;4:00;MONTEVIDEO;MONTEVIDEO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;30;M;0;N/C;RAMBLA EDISON esq. CORONEL FRANCISCO TAJES;573306,95;6139068,52
21/01/2015 12:50;21/01/2015;12:50:00;12:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;23;M;0;CAMION;NICARAGUA esq. DEMOCRACIA;575237,5;6138670,53
21/01/2015 14:40;21/01/2015;14:40:00;14:00;TACUAREMBO;TACUAREMBO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;25;M;2;AUTO;DIECIOCHO DE JULIO esq. DOCTOR CATALINA;596359,12;6490640,57
22/01/2015 5:45;22/01/2015;5:45:00;5:00;CANELONES;LAS PIEDRAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;39;M;16;TREN;AVENIDA PEDRO BLANES VIALE esq. AVENIDA BOLIVIA;570365,47;6157553,73
23/01/2015 2:00;23/01/2015;2:00:00;2:00;CANELONES;SAN LUIS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;39;M;0;AUTO;RUTA INTERBALNEARIA km. 64;630297,16;6151451,04
23/01/2015 10:25;23/01/2015;10:25:00;10:00;MALDONADO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;77;F;0;CAMIONETA;RUTA INTERBALNEARIA esq. RUTA 37;661262;6148677,66
24/01/2015 20:05;24/01/2015;20:05:00;20:00;CERRO LARGO;N/C;NACIONAL;CA÷DA;MOTO;CONDUCTOR;29;M;0;N/C;RUTA 7 km. 328;724738,57;6382710,59
24/01/2015 22:15;24/01/2015;22:15:00;22:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;76;F;1;MOTO;CAMINO TOMKINSON esq. CAMINO CIBILS;566295,42;6144638,88
24/01/2015 20:15;24/01/2015;20:15:00;20:00;RIO NEGRO;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;25;M;0;N/C;RUTA 24 km. 53;404564,82;6343604,62
25/01/2015 9:30;25/01/2015;9:30:00;9:00;ARTIGAS;N/C;NACIONAL;CA÷DA;MOTO;CONDUCTOR;50;M;0;N/C;RUTA 3 km. 605;440029,15;6635283,37
25/01/2015 6:50;25/01/2015;6:50:00;6:00;CANELONES;CIUDAD DE LA COSTA;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;24;M;23;N/C;Avda Giannattasio km21.200;592774,2;6144591,48
25/01/2015 12:40;25/01/2015;12:40:00;12:00;SAN JOSE;SANTA LUCIA;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;39;M;0;CAMION;RUTA 11 km. 79;551915,58;6188687,77
25/01/2015 19:30;25/01/2015;19:30:00;19:00;CANELONES;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;42;M;0;N/C;RUTA 7 km. 64;607526,6;6186390,97
26/01/2015 22:25;26/01/2015;22:25:00;22:00;MALDONADO;PIRIAPOLIS;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;40;F;1;MOTO;RAMBLA DE LOS ARGENTINOS esq. ARMENIA;657278,35;6140684,77
27/01/2015 12:35;27/01/2015;12:35:00;12:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;86;F;7;AUTO;AVENIDA BRASIL esq. CORONEL ALEGRE;577131,85;6136789,37
27/01/2015 13:55;27/01/2015;13:55:00;13:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;65;M;1;AUTO;RAMBLA PRESIDENTE WILSON esq. VIA DE INTERCONEXION;575715;6135250,06
27/01/2015 12:35;27/01/2015;12:35:00;12:00;CANELONES;SANTA LUCIA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;20;M;1;CAMION;GENERAL MITRE  esq. RINCON;556597,09;6187157,23
28/01/2015 13:30;28/01/2015;13:30:00;13:00;RIO NEGRO;N/C;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;50;M;0;N/C;RUTA 3 km. 303,500 ;450177,1;6369218,7
28/01/2015 7:50;28/01/2015;7:50:00;7:00;COLONIA;N/C;NACIONAL;DESPISTE;AUTO;CONDUCTOR;50;M;0;N/C;RUTA 1 km. 153;445223,93;6193470,66
29/01/2015 13:30;29/01/2015;13:30:00;13:00;MALDONADO;N/C;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;44;M;5;MOTO;RUTA 37 esq. RINCON;657805,47;6142257,59
31/01/2015 4:00;31/01/2015;4:00:00;4:00;TACUAREMBO;PUEBLO DEL BARRO;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;51;M;0;N/C;RUTA 26 km. 303;650934,5;6461486,96
01/02/2015 6:45;01/02/2015;6:45:00;6:00;CANELONES;N/C;NACIONAL;DESPISTE;AUTO;CONDUCTOR;24;M;0;N/C;RUTA 5 km. 328;568347,07;6168278,67
01/02/2015 14:45;01/02/2015;14:45:00;14:00;LAVALLEJA;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;19;M;0;MOTO;RUTA 8 km. 168;697374,23;6220501,24
03/02/2015 11:10;03/02/2015;11:10:00;11:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;82;M;1;N/C;JOSE POSSOLO esq. GALVANI;577193,28;6143901,01
04/02/2015 15:26;04/02/2015;15:26:00;15:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;22;M;0;MOTO;AVENIDA LUIS BATLLE BERRES esq. LOMAS DE ZAMORA;562966,87;6147013,31
